_id,image,brand,name,price,capacityGb,tier,type,formFactor,connectionInterface
608dd615905ec60bdc06a573,/images/storage/d8862a1451cc8a1211043243a8842036.256p.jpg,Seagate,Momentus SpinPoint,841.52,2000,8,5400RPM,"2.5""",SATA 6 Gb/s
608dd615905ec60bdc06a574,/images/storage/41C-mRkJdCL.jpg,Seagate,SkyHawk,2304.17,10000,8,7200RPM,"3.5""",SATA 6 Gb/s
608dd615905ec60bdc06a575,/images/storage/8388a2dd2515e2ca62dc041c95d2ae2a.256p.jpg,Seagate,Skyhawk AI,937.03,8000,8,7200RPM,"3.5""",SATA 6 Gb/s
608dd615905ec60bdc06a576,/images/storage/8388a2dd2515e2ca62dc041c95d2ae2a.256p.jpg,Seagate,SkyHawk AI,1280.92,10000,8,7200RPM,"3.5""",SATA 6 Gb/s
608dd615905ec60bdc06a577,/images/storage/8388a2dd2515e2ca62dc041c95d2ae2a.256p.jpg,Seagate,SkyHawk AI,1351.30,12000,8,7200RPM,"3.5""",SATA 6 Gb/s
608dd615905ec60bdc06a578,/images/storage/8388a2dd2515e2ca62dc041c95d2ae2a.256p.jpg,Seagate,SkyHawk AI,1692.55,14000,8,7200RPM,"3.5""",SATA 6 Gb/s
608dd615905ec60bdc06a579,/images/storage/8388a2dd2515e2ca62dc041c95d2ae2a.256p.jpg,Seagate,SkyHawk AI,1860.86,16000,8,7200RPM,"3.5""",SATA 6 Gb/s
608dd615905ec60bdc06a580,/images/storage/41YeZiOHP1L.jpg,Seagate,SkyHawk Surveillance,1724.22,10000,8,7200RPM,"3.5""",SATA 6 Gb/s
608dd615905ec60bdc06a581,/images/storage/41YeZiOHP1L.jpg,Seagate,SkyHawk Surveillance,2502.27,12000,8,7200RPM,"3.5""",SATA 6 Gb/s
608dd615905ec60bdc06a582,/images/storage/41YeZiOHP1L.jpg,Seagate,SkyHawk Surveillance,665.16,6000,8,5400RPM,"3.5""",SATA 6 Gb/s
608dd615905ec60bdc06a583,/images/storage/9887b63c7eb90d2342b18f5a4c8fe901.256p.jpg,Seagate,ST1000LM035,197.11,1000,8,5400RPM,"2.5""",SATA 6 Gb/s
608dd615905ec60bdc06a584,/images/storage/41E2UFxTsrL.jpg,Seagate,ST1000NX0313,759.35,1000,8,7200RPM,"2.5""",SATA 6 Gb/s
