_id,image,brand,name,price,speed,modulesCount,moduleCapacityGb,firstWordLatencyNs,casLatency
608dd5ff905ec60bdc06a334,/images/ram/ec6dad612e5fd586b3b79e69b254db2a.256p.jpg,G.Skill,TridentZ RGB 32 GB,1947.35,4000,4,8,8.5,17
608dd5ff905ec60bdc06a335,/images/ram/51vCAabXVYL.jpg,Team,NIGHT HAWK 32 GB,1943.12,3200,2,16,10,16
608dd5ff905ec60bdc06a336,/images/ram/9634ba4123d7ce817e734e2486a8278e.256p.jpg,G.Skill,Trident Z Neo 32 GB,1938.25,3800,2,16,7.368,14
608dd5ff905ec60bdc06a337,/images/ram/b83826baf6a2a34261810c001f487c8e.256p.jpg,G.Skill,Trident Z Neo 64 GB,1937.16,3200,2,32,10,16
608dd5ff905ec60bdc06a338,/images/ram/ddb54c1526832ee1bcb3bcfef77a193c.256p.jpg,G.Skill,Trident Z Royal 64 GB,1926.79,3600,2,32,8.889,16
608dd5ff905ec60bdc06a339,/images/ram/485f33a310946370fd9ce34c33bfa53f.256p.jpg,G.Skill,Trident Z Royal 32 GB,1924.42,4000,2,16,9.5,19
608dd5ff905ec60bdc06a340,/images/ram/46cebfcd72b0ddaea3f481aca0e935b7.256p.jpg,Corsair,Vengeance RGB Pro 64 GB,1924.20,3200,2,32,10,16
608dd5ff905ec60bdc06a341,/images/ram/41zJnCUo1yL.jpg,Kingston,HyperX Fury 8 GB,195.60,2666,1,8,12.003,16
608dd5ff905ec60bdc06a342,/images/ram/6b52ad46fbcab3b1667cf61e60856e1d.256p.jpg,G.Skill,Trident Z RGB 64 GB,1910.95,3000,4,16,10.667,16
608dd5ff905ec60bdc06a343,/images/ram/681257a4252a8487aa73496ce7b55ca6.256p.jpg,Kingston,HyperX Fury 64 GB,1892.80,3466,4,16,9.81,17
608dd5ff905ec60bdc06a344,/images/ram/681257a4252a8487aa73496ce7b55ca6.256p.jpg,Kingston,HyperX Fury 64 GB,1892.35,3600,4,16,10,18
608dd5ff905ec60bdc06a345,/images/ram/b83826baf6a2a34261810c001f487c8e.256p.jpg,G.Skill,Trident Z Neo 64 GB,1874.55,3200,4,16,10,16
