_id,image,brand,name,price,powerSupplyStandard,maxMotherboardSize,type,sidePanelWindow
608dd450905ec60bdc069984,/images/case/31jgZ%2BowXZL.jpg,Cooler Master,Silencio 452,385.48,ATX,ATX,ATX Mid Tower,None
608dd450905ec60bdc069985,/images/case/d2743bb984cc84e16bd88930b72896a8.256p.jpg,Cooler Master,Silencio S600,413.00,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069986,/images/case/78212a21637cc844a152f80de980b551.256p.jpg,Corsair,100R,227.18,ATX,ATX,ATX Mid Tower,Acrylic
608dd450905ec60bdc069987,/images/case/583a373ce6fea7d29925d7bb46a5123f.256p.jpg,Corsair,110Q,285.92,ATX,ATX,ATX Mid Tower,None
608dd450905ec60bdc069988,/images/case/d4425c7a3cacead189dc0577d1181b41.256p.jpg,Corsair,110R,272.55,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069989,/images/case/68626756a77bce5d64744a599a4fadf5.256p.jpg,Corsair,200R,286.42,ATX,ATX,ATX Mid Tower,None
608dd450905ec60bdc069990,/images/case/311d4a823b9c8f652933476f94f1aa5c.256p.jpg,Corsair,270R,227.45,ATX,ATX,ATX Mid Tower,None
608dd450905ec60bdc069991,/images/case/8ac4e431c7c6061bac02aad4d4cbc92b.256p.jpg,Corsair,275Q,318.05,ATX,ATX,ATX Mid Tower,None
608dd450905ec60bdc069992,/images/case/eb3af18a501372c17840a48f49321920.256p.jpg,Corsair,275R,370.32,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069993,/images/case/6a1f77b51f753e7c0e9ddc3224020f1d.256p.jpg,Corsair,275R Airflow,354.45,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069994,/images/case/6c63c357ca362f7cf6875f0329148863.256p.jpg,Corsair,4000D,340.80,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069995,/images/case/ef83ac7b40f303152fbb47b6db45c9ca.256p.jpg,Corsair,4000D Airflow,422.70,ATX,ATX,ATX Mid Tower,Tinted Tempered Glass
608dd450905ec60bdc069996,/images/case/86a2380d9328c19e45ed379c47d8e7ef.256p.jpg,Corsair,400C,914.55,ATX,ATX,ATX Mid Tower,Acrylic
608dd450905ec60bdc069997,/images/case/41inDyinpzL.jpg,Corsair,450D,417.24,ATX,ATX,ATX Mid Tower,Acrylic
608dd450905ec60bdc069998,/images/case/686a4d0e24dfd73e2d5ad0b24c0495eb.256p.jpg,Corsair,5000D,633.91,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069999,/images/case/f98e411d9763902637b8a6527c44dd19.256p.jpg,Corsair,5000D AIRFLOW,697.06,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc070000,/images/case/d899038e788d50b47fd55b80dc361f13.256p.jpg,Corsair,500D Premium,752.52,ATX,ATX,ATX Mid Tower,Tinted Tempered Glass
608dd450905ec60bdc070001,/images/case/31spdaej%2BBL.jpg,Corsair,550D,835.97,ATX,ATX,ATX Mid Tower,None
608dd450905ec60bdc070002,/images/case/e8d551914abda328a4e808f264f02c1e.256p.jpg,Corsair,678C,667.94,ATX,ATX,ATX Mid Tower,Tempered Glass
