_id,image,brand,name,price,tier,chipset,socket,formFactor,memorySlots,memoryMaxGb
608dd537905ec60bdc069312,/images/motherboard/e415933146712f429d3a8c88fd8f75dc.256p.jpg,MSI,MAG B560M BAZOOKA,645.03,7,B560,LGA1200,Micro ATX,4,128
608dd537905ec60bdc069313,/images/motherboard/7fac2531fd84562ab9ca62b2c32f1f4d.256p.jpg,MSI,MAG B560M MORTAR WIFI,838.17,6,B560,LGA1200,Micro ATX,4,128
608dd537905ec60bdc069314,/images/motherboard/515217b4cc007c0a98c7f3ed5b302621.256p.jpg,MSI,MPG Z490 GAMING CARBON WIFI,1214.96,5,Z490,LGA1200,ATX,4,128
608dd537905ec60bdc069315,/images/motherboard/496c92fa1bc4d762f7d615b79e238f97.256p.jpg,MSI,X299 PRO 10G,1676.3,3,X299,LGA2066,ATX,8,256
608dd537905ec60bdc069316,/images/motherboard/51x7MO-k2sL.jpg,MSI,B450M-A PRO MAX,271.62,8,B450,AM4,Micro ATX,2,32
608dd537905ec60bdc069317,/images/motherboard/839a5fda2c4347cb0a2134e0ffe8be3c.256p.jpg,Gigabyte,A520 AORUS ELITE,393.8,8,A520,AM4,ATX,4,128
608dd537905ec60bdc069318,/images/motherboard/44867ec7814048eb5afc863cc9bc1de3.256p.jpg,ASRock,A520M-HDV,281.48,8,A520,AM4,Micro ATX,2,64
608dd537905ec60bdc069319,/images/motherboard/a7e207172698e41a90780c8441399304.256p.jpg,ASRock,A520M-HVS,293.36,8,A520,AM4,Micro ATX,2,64
608dd537905ec60bdc069320,/images/motherboard/058c2ed4146c9edbacf2a651788a5b57.256p.jpg,Asus,PRIME A520M-E,313.16,8,A520,AM4,Micro ATX,2,64
608dd537905ec60bdc069321,/images/motherboard/744eea778bfa75c0307acf77a631c98a.256p.jpg,Asus,PRIME A520M-K,296.55,8,A520,AM4,Micro ATX,2,64
608dd537905ec60bdc069322,/images/motherboard/f6fa8a983122641ec914fd3c662fdff6.256p.jpg,Asus,TUF GAMING A520M-PLUS,364.01,8,A520,AM4,Micro ATX,4,128
608dd537905ec60bdc069323,/images/motherboard/c161caf12ae0211db60b753078e17fb6.256p.jpg,Gigabyte,A520M AORUS ELITE,432.09,8,A520,AM4,Micro ATX,4,128
608dd537905ec60bdc069324,/images/motherboard/e71b5294833ca62f51ef6281548f8dc3.256p.jpg,Gigabyte,A520M H,269.96,8,A520,AM4,Micro ATX,2,64
608dd537905ec60bdc069325,/images/motherboard/63b64f6b10bbfb2c406fdbf40bde777d.256p.jpg,Gigabyte,A520M S2H,265.46,8,A520,AM4,Micro ATX,2,64
608dd537905ec60bdc069326,/images/motherboard/bebf7f3753bcd742a851a0928e10d3f5.256p.jpg,MSI,A520M PRO,324.23,8,A520,AM4,Micro ATX,2,64
608dd537905ec60bdc069327,/images/motherboard/f210cab1260cc8cd402ee007cc382029.256p.jpg,MSI,A520M-A PRO,315.09,8,A520,AM4,Micro ATX,2,64
608dd537905ec60bdc069328,/images/motherboard/6647eaeb97c02c237750dacfd05fd8d1.256p.jpg,MSI,MAG A520M VECTOR WIFI,381.83,8,A520,AM4,Micro ATX,2,64
608dd537905ec60bdc069329,/images/motherboard/333c07026b775245b30842da88699979.256p.jpg,ASRock,A520M-ITX/ac,463.05,8,A520,AM4,Mini ITX,2,64
608dd537905ec60bdc069330,/images/motherboard/87329029966463ec6eac31fad52fae85.256p.jpg,Gigabyte,A520I AC,485.55,8,A520,AM4,Mini ITX,2,64
608dd537905ec60bdc069331,/images/motherboard/480b5668b5705e5592abc709da5a4580.256p.jpg,ASRock,B365M-ITX/ac,437.36,5,B365,LGA1151,Mini ITX,2,32
608dd537905ec60bdc069332,/images/motherboard/51yTp75anzL.jpg,ASRock,B460M-ITX/ac,539.42,7,B460,LGA1200,Mini ITX,2,64
608dd537905ec60bdc069333,/images/motherboard/793660677d4733671b31e654a3480395.256p.jpg,ASRock,B560M-ITX/ac,491.58,7,B560,LGA1200,Mini ITX,2,64
